;;INE PADRON;;;;;;AGENCIA TRIBUTARIA;
PROVINCIA;NOMBRE;POB19;HOMBRES;MUJERES;POB05;POB10;POB15;RENTA_BRUTA_MEDIA;RENTA_BRUTA_DISPONIBLE
Tarragona;Godall;575;289;286;749;815;632;0;0
Tarragona;Gratallops;229;125;104;223;263;243;0;0
Tarragona;Guiamets, Els;270;128;142;0;0;277;0;0
Tarragona;Horta de Sant Joan;1149;602;547;1,241;1307;1217;0;0
Tarragona;Lloar, El;107;58;49;0;0;121;0;0
Tarragona;Llorac;100;52;48;114;107;111;0;0
Tarragona;Llorenç del Penedès;2393;1172;1221;1,997;2251;2323;0;0
Tarragona;Marçà;594;314;280;621;653;596;0;0
Tarragona;Margalef;97;59;38;125;115;106;0;0
Tarragona;Mas de Barberans;578;288;290;683;645;604;0;0
Tarragona;Masdenverge;1070;546;524;1,052;1144;1096;20068;17046
Tarragona;Masllorenç;504;283;221;463;526;501;0;0
Tarragona;Masó, La;276;146;130;0;0;290;0;0
Tarragona;Maspujols;827;426;401;520;710;786;0;0
Tarragona;Masroig, El;497;270;227;0;0;511;0;0
Tarragona;Milà, El;178;85;93;0;0;178;0;0
Tarragona;Miravet;691;369;322;799;798;747;0;0
Tarragona;Molar, El;297;158;139;0;0;8036;0;0
Tarragona;Montblanc;7364;3737;3627;6,632;7382;7283;24456;20251
Tarragona;Montbrió del Camp;2890;1485;1405;1,683;2298;2693;0;0
Tarragona;Montferri;387;202;185;225;391;378;0;0
Tarragona;Montmell, El;1512;808;704;0;0;1373;0;0
Tarragona;Mont-ral;162;94;68;180;172;176;0;0
Tarragona;Mont-roig del Camp;12136;6260;5876;8,896;12193;11877;0;0
Tarragona;Móra d'Ebre;5690;2845;2845;5,012;5795;5477;0;0
Tarragona;Móra la Nova;3087;1541;1546;3,214;3238;3185;0;0
Tarragona;Morell, El;3704;1881;1823;0;0;3524;0;0
Tarragona;Morera de Montsant, La;152;85;67;0;0;147;0;0
Tarragona;Nou de Gaià, La;603;300;303;0;0;537;0;0
Tarragona;Nulles;492;267;225;369;451;448;0;0
Tarragona;Pallaresos, Els;4777;2404;2373;0;0;4547;0;0
Tarragona;Palma d'Ebre, La;340;166;174;0;0;376;0;0
Tarragona;Passanant i Belltall;163;95;68;0;164;173;0;0
Tarragona;Paüls;556;277;279;609;598;582;0;0
Tarragona;Perafort;1261;654;607;802;1218;1320;27706;22244
Tarragona;Perelló, El;2770;1421;1349;0;0;2925;0;0
Tarragona;Piles, Les;212;120;92;0;0;209;0;0
Tarragona;Pinell de Brai, El;1017;516;501;0;0;1053;0;0
Tarragona;Pira;493;261;232;478;502;494;0;0
Tarragona;Pla de Santa Maria, El;2327;1215;1112;0;0;2333;0;0
Tarragona;Pobla de Mafumet, La;3904;1982;1922;0;0;3675;0;0
Tarragona;Pobla de Massaluca, La;318;181;137;0;0;341;0;0
Tarragona;Pobla de Montornès, La;2839;1486;1353;0;0;2861;0;0
Tarragona;Poboleda;313;166;147;353;382;363;0;0
Tarragona;Pont d'Armentera, El;505;258;247;0;0;545;0;0
Tarragona;Pontils;117;66;51;142;131;121;0;0
Tarragona;Porrera;439;229;210;498;482;448;0;0
Tarragona;Pradell de la Teixeta;152;70;82;192;188;183;0;0
Tarragona;Prades;589;309;280;612;655;623;0;0
Tarragona;Prat de Comte;183;98;85;191;198;165;0;0
Tarragona;Pratdip;738;395;343;692;835;697;0;0
Tarragona;Puigpelat;1149;590;559;789;1001;1119;24211;19932
Tarragona;Querol;507;285;222;359;536;563;0;0
Tarragona;Rasquera;781;384;397;898;966;864;0;0
Tarragona;Renau;157;82;75;88;101;151;0;0
Tarragona;Reus;104373;50415;53958;99,505;106622;103194;24769;20536
Tarragona;Riba, La;585;321;264;0;0;605;0;0
Tarragona;Riba-roja d'Ebre;1126;593;533;1,357;1336;1172;0;0
Tarragona;Riera de Gaià, La;1744;867;877;0;0;1679;0;0
Tarragona;Riudecanyes;1124;590;534;845;1118;1151;22084;18724
Tarragona;Riudecols;1180;611;569;1,097;1277;1216;22245;18693
Tarragona;Riudoms;6594;3380;3214;5,763;6473;6633;22552;18923
Tarragona;Rocafort de Queralt;225;122;103;264;258;251;0;0
Tarragona;Roda de Berà;6567;3341;3226;0;0;6352;0;0
Tarragona;Rodonyà;490;262;228;462;527;501;0;0
Tarragona;Roquetes;7973;4126;3847;7,232;8231;8234;21194;17833
Tarragona;Rourell, El;366;191;175;0;0;404;0;0
Tarragona;Salomó;557;295;262;432;505;539;0;0
Tarragona;Salou;27476;14141;13335;20,139;27016;26459;24416;20048
Tarragona;Sant Carles de la Ràpita;14789;7238;7551;13,181;15583;14760;0;0
Tarragona;Sant Jaume dels Domenys;2622;1342;1280;1,877;2450;2521;0;0
Tarragona;Sant Jaume d'Enveja;3503;1765;1738;3,355;3538;3538;0;0
Tarragona;Santa Bàrbara;3707;1881;1826;3,613;3965;3734;0;0
Tarragona;Santa Coloma de Queralt;2673;1328;1345;2,991;3153;2850;0;0
Tarragona;Santa Oliva;3320;1685;1635;2,700;3327;3283;0;0
Tarragona;Sarral;1548;789;759;1,503;1720;1585;20764;17395
Tarragona;Savallà del Comtat;58;31;27;73;71;62;0;0
Tarragona;Secuita, La;1687;851;836;0;0;1670;0;0
Tarragona;Selva del Camp, La;5652;2836;2816;0;0;5559;0;0
Tarragona;Senan;48;33;15;39;56;47;0;0
Tarragona;Sénia, La;5681;2844;2837;0;0;5799;0;0
Tarragona;Solivella;633;333;300;567;678;629;0;0
Tarragona;Tarragona;134515;65505;69010;128,152;140184;131255;18055;15692
Tarragona;Tivenys;899;458;441;912;925;868;0;0
Tarragona;Tivissa;1602;799;803;1,789;1812;1751;19735;16581
Tarragona;Torre de Fontaubella, La;138;68;70;0;0;129;0;0
Tarragona;Torre de l'Espanyol, La;611;311;300;0;0;644;0;0
Tarragona;Torredembarra;16184;7925;8259;13,280;15406;15371;25953;21247
Tarragona;Torroja del Priorat;149;81;68;150;165;164;0;0
Tarragona;Tortosa;33372;16496;16876;33,705;34473;33864;22801;18956
Tarragona;Ulldecona;6300;3286;3014;6,325;7335;6637;18853;16148
Tarragona;Ulldemolins;396;229;167;490;470;404;0;0
Tarragona;Vallclara;98;57;41;117;117;109;0;0
Tarragona;Vallfogona de Riucorb;91;55;36;177;114;95;0;0
Tarragona;Vallmoll;1756;890;866;1,413;1637;1651;2691;21501
Tarragona;Valls;24359;12210;12149;22,851;25158;24321;24824;20431
Tarragona;Vandellòs i l'Hospitalet de l'Infant;6482;3246;3236;5,008;5839;6050;0;0
Tarragona;Vendrell, El;37606;18631;18975;0;0;36558;0;0
Tarragona;Vespella de Gaià;410;232;178;298;418;425;0;0
Tarragona;Vilabella;736;378;358;789;824;803;0;0
Tarragona;Vilalba dels Arcs;625;318;307;726;721;669;0;0
Tarragona;Vilallonga del Camp;2389;1206;1183;1,425;2000;2228;0;0
Tarragona;Vilanova de Prades;112;60;52;155;143;121;0;0
Tarragona;Vilanova d'Escornalbou;545;288;257;477;573;538;0;0
Tarragona;Vilaplana;574;302;272;568;631;624;0;0
Tarragona;Vila-rodona;1255;660;595;1,117;1276;1276;0;0
Tarragona;Vila-seca;22187;11113;11074;15,875;21373;22332;0;0
Tarragona;Vilaverd;452;240;212;437;503;469;0;0
Tarragona;Vilella Alta, La;135;73;62;0;0;135;0;0
Tarragona;Vilella Baixa, La;202;113;89;0;0;197;0;0
Tarragona;Vimbodí i Poblet;892;488;404;0;1038;966;0;0
Tarragona;Vinebre;428;221;207;466;459;435;0;0
Tarragona;Vinyols i els Arcs;2056;1070;986;1,498;1887;1931;0;0
Tarragona;Xerta;1170;571;599;1,275;1304;1209;20594;17591
Teruel;Ababuj;73;45;28;84;77;73;0;0
Teruel;Abejuela;48;31;17;65;56;54;0;0
Teruel;Aguatón;18;6;12;23;21;19;0;0
Teruel;Aguaviva;514;247;267;701;693;586;0;0
Teruel;Aguilar del Alfambra;63;36;27;79;67;66;0;0
Teruel;Alacón;252;129;123;422;361;293;0;0
Teruel;Alba;170;94;76;247;248;210;0;0
Teruel;Albalate del Arzobispo;1980;1013;967;2,179;2155;2001;0;0
Teruel;Albarracín;1025;521;504;1,054;1096;1049;222;18636
Teruel;Albentosa;276;149;127;299;310;270;0;0
Teruel;Alcaine;59;36;23;80;69;74;0;0
Teruel;Alcalá de la Selva;343;188;155;499;513;399;0;0
Teruel;Alcañiz;15947;7911;8036;15,130;16291;16230;22809;18946
Teruel;Alcorisa;3266;1661;1605;3,582;3642;3374;29663;23894
Teruel;Alfambra;508;264;244;682;676;571;0;0
Teruel;Aliaga;341;188;153;399;381;365;0;0
Teruel;Allepuz;125;63;62;137;133;118;0;0
Teruel;Alloza;558;292;266;692;711;604;0;0
Teruel;Allueva;26;17;9;11;15;27;0;0
Teruel;Almohaja;16;11;5;30;29;20;0;0
Teruel;Alobras;64;40;24;82;70;70;0;0
Teruel;Alpeñés;22;13;9;27;27;21;0;0
Teruel;Anadón;28;18;10;16;21;25;0;0
Teruel;Andorra;7472;3773;3699;7,993;8367;8065;16239;1415
Teruel;Arcos de las Salinas;119;68;51;127;111;105;0;0
Teruel;Arens de Lledó;211;108;103;225;213;206;0;0
Teruel;Argente;195;96;99;244;232;214;0;0
Teruel;Ariño;724;365;359;856;925;763;0;0
Teruel;Azaila;90;46;44;162;139;116;0;0
Teruel;Bádenas;19;12;7;21;22;19;0;0
Teruel;Báguena;287;161;126;422;398;327;0;0
Teruel;Bañón;144;79;65;174;167;150;0;0
Teruel;Barrachina;112;60;52;157;167;133;0;0
Teruel;Bea;31;18;13;37;37;26;0;0
Teruel;Beceite;541;273;268;603;608;566;0;0
Teruel;Bello;224;111;113;334;284;238;0;0
Teruel;Belmonte de San José;113;53;60;144;137;117;0;0
Teruel;Berge;235;119;116;244;274;246;0;0
Teruel;Bezas;70;45;25;74;79;67;0;0
Teruel;Blancas;126;75;51;174;166;149;0;0
Teruel;Blesa;94;60;34;135;121;109;0;0
Teruel;Bordón;100;56;44;144;141;117;0;0
Teruel;Bronchales;432;248;184;446;480;423;0;0
Teruel;Bueña;50;27;23;77;67;55;0;0
Teruel;Burbáguena;249;131;118;301;296;254;0;0
Teruel;Cabra de Mora;54;34;20;115;88;73;0;0
Teruel;Calaceite;994;488;506;1,147;1145;1052;17736;15156
Teruel;Calamocha;4339;2166;2173;4,389;4649;4417;216;17984
Teruel;Calanda;3748;1852;1896;3,644;4004;3893;18755;16202
Teruel;Calomarde;75;44;31;73;84;87;0;0
Teruel;Camañas;134;78;56;138;125;125;0;0
Teruel;Camarena de la Sierra;105;65;40;159;165;123;0;0
Teruel;Camarillas;100;61;39;107;119;99;0;0
Teruel;Caminreal;620;324;296;755;758;659;0;0
Teruel;Cantavieja;709;368;341;747;748;741;0;0
Teruel;Cañada de Benatanduz;36;24;12;59;42;41;0;0
Teruel;Cañada de Verich, La;89;55;34;0;0;102;0;0
Teruel;Cañada Vellida;31;22;9;45;42;36;0;0
Teruel;Cañizar del Olivar;100;53;47;107;109;103;0;0
Teruel;Cascante del Río;67;42;25;106;79;80;0;0
Teruel;Castejón de Tornos;60;38;22;85;70;60;0;0
Teruel;Castel de Cabra;96;53;43;140;140;122;0;0
Teruel;Castellar, El;58;38;20;0;0;58;0;0
Teruel;Castellote;681;348;333;787;804;728;0;0
Teruel;Castelnou;141;74;67;120;120;142;0;0
Teruel;Castelserás;815;430;385;827;831;840;0;0
Teruel;Cedrillas;664;325;339;542;623;619;0;0
Teruel;Celadas;388;221;167;430;440;398;0;0
Teruel;Cella;2574;1329;1245;2,896;2951;2776;19513;16498
Teruel;Cerollera, La;93;58;35;0;0;106;0;0
Teruel;Codoñera, La;336;177;159;0;0;365;0;0
Teruel;Corbalán;107;56;51;84;99;110;0;0
Teruel;Cortes de Aragón;61;28;33;105;75;58;0;0
Teruel;Cosa;50;32;18;88;64;57;0;0
Teruel;Cretas;567;290;277;618;618;573;0;0
Teruel;Crivillén;62;32;30;110;93;74;0;0
Teruel;Cuba, La;43;26;17;0;0;37;0;0
Teruel;Cubla;58;39;19;45;61;54;0;0
Teruel;Cucalón;78;47;31;95;102;104;0;0
Teruel;Cuervo, El;78;42;36;0;0;87;0;0
Teruel;Cuevas de Almudén;126;71;55;118;133;140;0;0
Teruel;Cuevas Labradas;132;72;60;152;141;123;0;0
Teruel;Ejulve;175;90;85;225;198;200;0;0
Teruel;Escorihuela;136;67;69;197;185;158;0;0
Teruel;Escucha;852;448;404;1,097;1015;953;0;0
Teruel;Estercuel;203;111;92;292;271;229;0;0
Teruel;Ferreruela de Huerva;56;33;23;73;74;69;0;0
Teruel;Fonfría;27;15;12;26;30;31;0;0
Teruel;Formiche Alto;141;80;61;202;190;180;0;0
Teruel;Fórnoles;80;43;37;101;103;86;0;0
Teruel;Fortanete;205;119;86;208;224;203;0;0
Teruel;Foz-Calanda;245;128;117;289;296;269;0;0
Teruel;Fresneda, La;438;245;193;0;0;474;0;0
Teruel;Frías de Albarracín;115;69;46;157;156;131;0;0
Teruel;Fuenferrada;37;22;15;43;37;57;0;0
Teruel;Fuentes Calientes;92;53;39;127;119;93;0;0
Teruel;Fuentes Claras;461;252;209;608;590;528;0;0
Teruel;Fuentes de Rubielos;118;61;57;117;127;121;0;0
Teruel;Fuentespalda;284;143;141;384;341;285;0;0
Teruel;Galve;162;84;78;153;154;167;0;0
Teruel;Gargallo;93;51;42;103;118;103;0;0
Teruel;Gea de Albarracín;360;194;166;424;430;387;0;0
Teruel;Ginebrosa, La;194;106;88;0;0;203;0;0
Teruel;Griegos;136;80;56;135;134;157;0;0
Teruel;Guadalaviar;241;134;107;274;243;247;0;0
Teruel;Gúdar;76;47;29;100;84;77;0;0
Teruel;Híjar;1721;866;855;1,912;1899;1761;21273;17659
Teruel;Hinojosa de Jarque;111;63;48;162;151;136;0;0
Teruel;Hoz de la Vieja, La;83;42;41;0;0;82;0;0
Teruel;Huesa del Común;73;46;27;111;90;73;0;0
Teruel;Iglesuela del Cid, La;410;216;194;0;0;432;0;0
Teruel;Jabaloyas;63;38;25;87;81;77;0;0
Teruel;Jarque de la Val;66;35;31;99;90;78;0;0
Teruel;Jatiel;37;23;14;61;52;48;0;0
Teruel;Jorcas;30;18;12;39;43;41;0;0
Teruel;Josa;34;21;13;38;34;36;0;0
Teruel;Lagueruela;73;38;35;56;62;81;0;0
Teruel;Lanzuela;22;16;6;29;25;29;0;0
Teruel;Libros;102;64;38;146;153;124;0;0
Teruel;Lidón;57;31;26;72;57;52;0;0
Teruel;Linares de Mora;234;137;97;320;313;287;0;0
Teruel;Lledó;159;82;77;186;170;169;0;0
Teruel;Loscos;122;74;48;191;177;151;0;0
Teruel;Maicas;28;15;13;39;42;36;0;0
Teruel;Manzanera;531;285;246;516;551;510;0;0
Teruel;Martín del Río;401;195;206;475;469;441;0;0
Teruel;Mas de las Matas;1262;657;605;1,440;1415;1318;0;0
Teruel;Mata de los Olmos, La;257;130;127;0;0;261;0;0
Teruel;Mazaleón;522;277;245;585;586;534;0;0
Teruel;Mezquita de Jarque;96;57;39;124;120;115;0;0
Teruel;Mirambel;116;67;49;139;125;119;0;0
Teruel;Miravete de la Sierra;31;21;10;44;38;29;0;0
Teruel;Molinos;239;125;114;311;303;258;0;0
Teruel;Monforte de Moyuela;67;45;22;76;69;66;0;0
Teruel;Monreal del Campo;2434;1208;1226;2,480;2765;2611;0;0
Teruel;Monroyo;340;200;140;314;379;360;0;0
Teruel;Montalbán;1233;622;611;1,487;1408;1327;24951;204
Teruel;Monteagudo del Castillo;54;30;24;65;71;52;0;0
Teruel;Monterde de Albarracín;64;40;24;57;69;69;0;0
Teruel;Mora de Rubielos;1548;766;782;1,553;1706;1585;0;0
Teruel;Moscardón;54;30;24;54;71;58;0;0
Teruel;Mosqueruela;537;293;244;703;608;593;0;0
Teruel;Muniesa;583;308;275;709;669;635;0;0
Teruel;Noguera de Albarracín;140;81;59;155;134;151;0;0
Teruel;Nogueras;22;16;6;29;35;29;0;0
Teruel;Nogueruelas;217;123;94;223;237;207;0;0
Teruel;Obón;44;23;21;72;36;48;0;0
Teruel;Odón;206;107;99;257;220;226;0;0
Teruel;Ojos Negros;360;198;162;516;489;413;0;0
Teruel;Olba;228;128;100;233;237;240;0;0
Teruel;Oliete;351;183;168;465;479;412;0;0
Teruel;Olmos, Los;120;65;55;0;0;127;0;0
Teruel;Orihuela del Tremedal;463;251;212;605;564;535;0;0
Teruel;Orrios;125;67;58;175;159;137;0;0
Teruel;Palomar de Arroyos;168;99;69;222;198;182;0;0
Teruel;Pancrudo;113;65;48;124;136;112;0;0
Teruel;Parras de Castellote, Las;55;31;24;0;0;59;0;0
Teruel;Peñarroya de Tastavins;439;241;198;526;517;477;0;0
Teruel;Peracense;77;42;35;114;89;72;0;0
Teruel;Peralejos;79;47;32;83;78;86;0;0
Teruel;Perales del Alfambra;229;123;106;296;279;238;0;0
Teruel;Pitarque;73;38;35;114;96;90;0;0
Teruel;Plou;43;27;16;55;43;52;0;0
Teruel;Pobo, El;110;70;40;0;0;142;0;0
Teruel;Portellada, La;235;118;117;0;0;240;0;0
Teruel;Pozondón;50;30;20;88;83;62;0;0
Teruel;Pozuel del Campo;65;35;30;103;100;74;0;0
Teruel;Puebla de Híjar, La;897;450;447;0;0;947;0;0
Teruel;Puebla de Valverde, La;457;253;204;0;0;500;0;0
Teruel;Puertomingalvo;109;55;54;190;207;119;0;0
Teruel;Ráfales;138;81;57;172;170;133;0;0
Teruel;Rillo;88;53;35;115;113;97;0;0
Teruel;Riodeva;142;69;73;182;180;163;0;0
Teruel;Ródenas;63;35;28;87;79;66;0;0
Teruel;Royuela;204;117;87;221;248;221;0;0
Teruel;Rubiales;52;30;22;54;57;53;0;0
Teruel;Rubielos de la Cérida;39;24;15;55;45;41;0;0
Teruel;Rubielos de Mora;621;326;295;699;772;661;0;0
Teruel;Salcedillo;14;9;5;7;8;13;0;0
Teruel;Saldón;27;18;9;32;29;27;0;0
Teruel;Samper de Calanda;755;387;368;974;925;854;0;0
Teruel;San Agustín;119;72;47;142;150;141;0;0
Teruel;San Martín del Río;137;72;65;243;199;174;0;0
Teruel;Santa Cruz de Nogueras;29;13;16;36;36;39;0;0
Teruel;Santa Eulalia;1061;544;517;1,164;1152;1081;0;0
Teruel;Sarrión;1128;590;538;1,072;1140;1167;18723;15913
Teruel;Segura de los Baños;38;24;14;36;40;40;0;0
Teruel;Seno;43;19;24;51;49;43;0;0
Teruel;Singra;75;44;31;91;98;80;0;0
Teruel;Terriente;183;103;80;177;186;178;0;0
Teruel;Teruel;35890;17080;18810;33,238;35241;35590;1679;14667
Teruel;Toril y Masegoso;32;26;6;31;34;30;0;0
Teruel;Tormón;30;17;13;35;32;34;0;0
Teruel;Tornos;206;108;98;242;232;235;0;0
Teruel;Torralba de los Sisones;155;86;69;218;216;157;0;0
Teruel;Torre de Arcas;90;44;46;96;96;81;0;0
Teruel;Torre de las Arcas;28;15;13;36;37;29;0;0
Teruel;Torre del Compte;120;58;62;171;153;137;0;0
Teruel;Torre los Negros;84;44;40;107;105;90;0;0
Teruel;Torrecilla de Alcañiz;433;224;209;468;440;407;0;0
Teruel;Torrecilla del Rebollar;124;81;43;173;151;144;0;0
Teruel;Torrelacárcel;151;82;69;240;223;184;0;0
Teruel;Torremocha de Jiloca;109;63;46;158;148;110;0;0
Teruel;Torres de Albarracín;180;103;77;146;175;181;0;0
Teruel;Torrevelilla;186;92;94;200;214;200;0;0
Teruel;Torrijas;41;19;22;86;66;45;0;0
Teruel;Torrijo del Campo;455;234;221;529;539;489;0;0
Teruel;Tramacastiel;72;42;30;116;98;75;0;0
Teruel;Tramacastilla;103;52;51;130;107;107;0;0
Teruel;Tronchón;67;33;34;101;106;68;0;0
Teruel;Urrea de Gaén;435;218;217;582;525;488;0;0
Teruel;Utrillas;2978;1545;1433;3,271;3309;3110;20939;17573
Teruel;Valacloche;22;12;10;24;30;27;0;0
Teruel;Valbona;167;93;74;216;224;193;0;0
Teruel;Valdealgorfa;612;301;311;708;685;664;0;0
Teruel;Valdecuenca;34;20;14;39;56;40;0;0
Teruel;Valdelinares;88;54;34;134;116;85;0;0
Teruel;Valdeltormo;283;136;147;346;328;312;0;0
Teruel;Valderrobres;2425;1240;1185;2,083;2290;2342;19856;17078
Teruel;Valjunquera;330;171;159;424;403;358;0;0
Teruel;Vallecillo, El;47;27;20;0;0;60;0;0
Teruel;Veguillas de la Sierra;19;12;7;23;28;22;0;0
Teruel;Villafranca del Campo;298;155;143;368;352;299;0;0
Teruel;Villahermosa del Campo;89;57;32;102;99;103;0;0
Teruel;Villanueva del Rebollar de la Sierra;39;24;15;50;53;51;0;0
Teruel;Villar del Cobo;164;97;67;213;208;189;0;0
Teruel;Villar del Salz;55;34;21;98;83;74;0;0
Teruel;Villarluengo;170;99;71;212;188;189;0;0
Teruel;Villarquemado;863;447;416;916;940;869;0;0
Teruel;Villarroya de los Pinares;172;92;80;188;177;163;0;0
Teruel;Villastar;505;252;253;333;450;526;0;0
Teruel;Villel;329;183;146;322;366;342;0;0
Teruel;Vinaceite;251;136;115;271;314;262;0;0
Teruel;Visiedo;119;53;66;174;149;133;0;0
Teruel;Vivel del Río Martín;73;37;36;84;86;83;0;0
Teruel;Zoma, La;33;18;15;0;0;18;0;0
Toledo;Ajofrín;2264;1135;1129;2,226;2292;2314;16774;14758
Toledo;Alameda de la Sagra;3623;1912;1711;3,120;3405;3478;0;0
Toledo;Albarreal de Tajo;683;353;330;662;725;713;0;0
Toledo;Alcabón;686;351;335;685;747;720;0;0
Toledo;Alcañizo;274;139;135;318;343;292;0;0
Toledo;Alcaudete de la Jara;1648;833;815;1,977;2092;1897;0;0
Toledo;Alcolea de Tajo;810;399;411;822;873;830;0;0
Toledo;Aldea en Cabo;163;86;77;193;213;184;0;0
Toledo;Aldeanueva de Barbarroya;520;267;253;726;664;612;0;0
Toledo;Aldeanueva de San Bartolomé;427;213;214;517;510;475;0;0
Toledo;Almendral de la Cañada;313;162;151;384;371;339;0;0
Toledo;Almonacid de Toledo;790;388;402;796;905;865;0;0
Toledo;Almorox;2105;1104;1001;2,351;2458;2248;16453;14613
Toledo;Añover de Tajo;5154;2620;2534;5,118;5392;5191;0;0
Toledo;Arcicóllar;883;437;446;670;779;833;0;0
Toledo;Argés;6418;3197;3221;3,763;5511;6000;26048;21195
Toledo;Azután;288;144;144;322;300;291;0;0
Toledo;Barcience;872;458;414;95;616;747;0;0
Toledo;Bargas;10332;5174;5158;7,726;9332;10008;27696;22295
Toledo;Belvís de la Jara;1522;764;758;1,744;1823;1663;0;0
Toledo;Borox;3825;2002;1823;2,527;3307;3605;17784;15347
Toledo;Buenaventura;424;216;208;516;483;445;0;0
Toledo;Burguillos de Toledo;3172;1636;1536;1,695;2644;3028;0;0
Toledo;Burujón;1319;670;649;1,372;1422;1399;17002;1489
Toledo;Cabañas de la Sagra;1799;922;877;1,729;1949;1760;0;0
Toledo;Cabañas de Yepes;257;135;122;274;300;272;0;0
Toledo;Cabezamesada;346;189;157;494;493;433;0;0
Toledo;Calera y Chozas;4646;2341;2305;4,071;4595;4691;0;0
Toledo;Caleruela;208;100;108;296;274;234;0;0
Toledo;Calzada de Oropesa;529;291;238;585;580;564;0;0
Toledo;Camarena;3960;2058;1902;2,726;3704;3776;19122;16281
Toledo;Camarenilla;565;283;282;544;628;553;0;0
Toledo;Campillo de la Jara, El;344;180;164;0;0;405;0;0
Toledo;Camuñas;1726;887;839;1,805;1917;1824;14397;12869
Toledo;Cardiel de los Montes;355;194;161;245;375;372;0;0
Toledo;Carmena;743;376;367;860;864;785;0;0
Toledo;Carpio de Tajo, El;1838;920;918;0;0;2038;0;0
Toledo;Carranque;4846;2526;2320;2,517;4067;4545;22438;18708
Toledo;Carriches;262;131;131;296;313;294;0;0
Toledo;Casar de Escalona, El;1725;931;794;0;0;1986;0;0
Toledo;Casarrubios del Monte;5681;2984;2697;4,006;5193;5319;0;0
Toledo;Casasbuenas;201;98;103;223;224;208;0;0
Toledo;Castillo de Bayuela;938;465;473;1,060;1009;978;0;0
Toledo;Cazalegas;1750;905;845;1,453;1818;1730;16317;14227
Toledo;Cebolla;3235;1615;1620;3,308;3834;3527;14883;13175
Toledo;Cedillo del Condado;3762;1945;1817;2,102;3097;3604;0;0
Toledo;Cerralbos, Los;421;233;188;0;0;434;0;0
Toledo;Cervera de los Montes;517;260;257;337;440;521;0;0
Toledo;Chozas de Canales;3966;2065;1901;1,764;3858;3763;0;0
Toledo;Chueca;257;134;123;261;250;269;0;0
Toledo;Ciruelos;551;293;258;423;679;564;0;0
Toledo;Cobeja;2255;1163;1092;1,994;2444;2196;18376;15845
Toledo;Cobisa;4310;2164;2146;2,902;3961;4154;17616;15296
Toledo;Consuegra;9998;5061;4937;10,497;10945;10437;16951;14548
Toledo;Corral de Almaguer;5352;2763;2589;5,904;6300;5677;0;0
Toledo;Cuerva;1291;670;621;1,359;1564;1400;1708;14913
Toledo;Domingo Pérez;372;192;180;493;525;461;0;0
Toledo;Dosbarrios;2223;1137;1086;2,219;2404;2255;16626;14353
Toledo;Erustes;193;101;92;211;259;225;0;0
Toledo;Escalona;3241;1679;1562;2,779;3523;3306;18746;16017
Toledo;Escalonilla;1427;716;711;1,470;1576;1470;164;14382
Toledo;Espinoso del Rey;436;247;189;605;579;507;0;0
Toledo;Esquivias;5549;2822;2727;4,577;5376;5389;21797;18291
Toledo;Estrella, La;225;117;108;0;0;260;0;0
Toledo;Fuensalida;11370;5768;5602;8,951;11042;11068;17816;15453
Toledo;Gálvez;3016;1501;1515;3,332;3442;3187;16339;14219
Toledo;Garciotum;206;108;98;153;169;197;0;0
Toledo;Gerindote;2300;1170;1130;2,123;2441;2427;17154;14898
Toledo;Guadamur;1792;900;892;1,746;1847;1864;1952;16897
Toledo;Guardia, La;2246;1133;1113;0;0;2329;0;0
Toledo;Herencias, Las;785;419;366;0;0;823;0;0
Toledo;Herreruela de Oropesa;333;171;162;461;451;357;0;0
Toledo;Hinojosa de San Vicente;383;210;173;477;461;413;0;0
Toledo;Hontanar;141;83;58;141;171;156;0;0
Toledo;Hormigos;709;391;318;505;792;741;0;0
Toledo;Huecas;710;369;341;524;617;661;0;0
Toledo;Huerta de Valdecarábanos;1649;817;832;1,763;1963;1798;0;0
Toledo;Iglesuela del Tiétar, La;411;215;196;0;0;0;0;0
Toledo;Illán de Vacas;3;3;0;7;5;6;0;0
Toledo;Illescas;28894;14584;14310;14,771;22482;25964;25081;20344
Toledo;Lagartera;1369;683;686;1,621;1595;1503;14929;13377
Toledo;Layos;754;370;384;354;526;644;0;0
Toledo;Lillo;2577;1333;1244;2,704;3043;2813;15167;13443
Toledo;Lominchar;2387;1258;1129;1,423;2057;2342;18314;15695
Toledo;Lucillos;589;312;277;498;658;613;0;0
Toledo;Madridejos;10453;5228;5225;10,987;11314;10876;16442;14258
Toledo;Magán;3544;1786;1758;1,662;2982;3202;19505;16669
Toledo;Malpica de Tajo;1705;881;824;1,985;2120;1861;0;0
Toledo;Manzaneque;383;184;199;482;465;391;0;0
Toledo;Maqueda;438;219;219;552;541;476;0;0
Toledo;Marjaliza;247;120;127;308;314;278;0;0
Toledo;Marrupe;159;78;81;160;170;170;0;0
Toledo;Mascaraque;442;230;212;491;519;479;0;0
Toledo;Mata, La;838;415;423;0;0;917;0;0
Toledo;Mazarambroz;1241;641;600;1,317;1345;1287;1614;14112
Toledo;Mejorada;1275;661;614;1,300;1329;1294;16548;14466
Toledo;Menasalbas;2651;1399;1252;3,017;3296;2814;16011;1399
Toledo;Méntrida;5099;2614;2485;3,212;4780;4984;20568;17306
Toledo;Mesegar de Tajo;214;112;102;243;243;228;0;0
